Optimizer,objfname,ExecutionTime,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7,Iter8,Iter9,Iter10,Iter11,Iter12,Iter13,Iter14,Iter15,Iter16,Iter17,Iter18,Iter19,Iter20,Iter21,Iter22,Iter23,Iter24,Iter25,Iter26,Iter27,Iter28,Iter29,Iter30,Iter31,Iter32,Iter33,Iter34,Iter35,Iter36,Iter37,Iter38,Iter39,Iter40,Iter41,Iter42,Iter43,Iter44,Iter45,Iter46,Iter47,Iter48,Iter49,Iter50
GRMO,F5,5.37399959564209,248582317.6348519,56.30656951118373,32.21302224736635,32.21302224736635,29.00303325859217,28.973989807000013,28.9641608475974,28.9641608475974,28.9641608475974,28.9641608475974,28.963704171643514,28.96353891225023,28.963362266814745,28.963362266814745,28.96331339042587,28.96331339042587,28.96331339042587,28.96316549240831,28.963020555700663,28.962754249067117,28.962706307302707,28.962706307302707,28.962675599036938,28.962675599036938,28.962622764222495,28.96258957664109,28.962550551897312,28.962499054473604,28.962385224045164,28.962385224045164,28.962334432340835,28.962334432340835,28.962253784083156,28.962201222696933,28.962191029106897,28.962175554149162,28.9620811261945,28.9620811261945,28.962041546778657,28.962022167896436,28.962017252114173,28.96201579474437,28.96200429272458,28.961935157914848,28.961913513885346,28.961891065571034,28.961880751516492,28.961870553783513,28.961847055006935,28.961831128359975
GRMO,F5,4.664998531341553,294533914.16936606,1808.150964756526,99.13778122700546,70.08558069816105,30.02423114780737,29.000186674576497,29.000186674576497,28.997532284717995,28.993918746978345,28.993918746978345,28.993918746978345,28.99374011570432,28.99374011570432,28.993615858270395,28.99360242378273,28.993478180025168,28.992902683551804,28.992774357188356,28.992774357188356,28.992666160712453,28.992666160712453,28.992421012303584,28.992355551202106,28.992355551202106,28.99222112990682,28.99222112990682,28.992127659372613,28.992026944696683,28.99193506943735,28.991872281833487,28.991796728273883,28.991747723219753,28.991529300173315,28.991514585085636,28.991336130356217,28.991144375972738,28.991144375972738,28.991041029596094,28.991010660438853,28.990968104058386,28.990968104058386,28.990920093667793,28.990808919905252,28.990736268889297,28.990674632268515,28.990549722369963,28.990549722369963,28.9904541650981,28.9904541650981,28.9904541650981
GRMO,F5,4.5930092334747314,246907687.9420898,29.0,29.0,29.0,29.0,29.0,28.948929771667704,28.93736246883032,28.934568747487155,28.934568747487155,28.934568747487155,28.934568747487155,28.93453499611294,28.92985565353329,28.92985565353329,28.929429478586812,28.929429478586812,28.929030436492074,28.928407272620195,28.927811307140008,28.927811307140008,28.927658992747304,28.927529307733682,28.92751188154709,28.927413698196315,28.927413698196315,28.927413698196315,28.927377904718945,28.92737657093251,28.92737657093251,28.92737657093251,28.92737657093251,28.92737657093251,28.92737657093251,28.9273725420258,28.927371459828397,28.927357245368718,28.92735210889262,28.927352014523137,28.927339882354712,28.92732935149732,28.92732395076363,28.92732395076363,28.927308193154857,28.927294736388426,28.927277121929887,28.927274139706977,28.92725305876465,28.92725305876465,28.92724267553666
GRMO,F6,3.39180064201355,71741.50472425477,7.5,7.459599338168904,7.459599338168904,7.40685498723245,7.031366621182741,6.990759021872464,6.936949989505699,6.8916259847772405,6.890867367239353,6.890867367239353,6.884099573369949,6.884099573369949,6.884099573369949,6.86536754019035,6.836372963777773,6.836372963777773,6.835122911558208,6.821665120511413,6.821370742815957,6.803915657117713,6.803915657117713,6.793878524033064,6.785736255339229,6.7734914911186435,6.770613960741352,6.761581415672541,6.761581415672541,6.754294975713246,6.743150860116676,6.739101965610564,6.735897205493851,6.729983892556001,6.729983892556001,6.7255315197004,6.722082486462314,6.719885959473067,6.717311434276027,6.707736524825854,6.677279946138779,6.662574841009518,6.662574841009518,6.661105597362832,6.661105597362832,6.658212400717583,6.655695625665986,6.644706305857165,6.6413380336181165,6.6413380336181165,6.637553405666797
GRMO,F6,3.0793938636779785,76954.5199965186,74.09741539210384,31.1839665893647,7.630278267976108,5.776733277466147,5.776733277466147,5.776733277466147,5.727259867987638,5.717409872335969,5.7171345477154825,5.704725799956838,5.679419799428509,5.679419799428509,5.679419799428509,5.668102357758618,5.668102357758618,5.66709495543696,5.661898949648294,5.657873401122787,5.650142836767247,5.650142836767247,5.649014924955204,5.648337265774707,5.648337265774707,5.643047338531146,5.635018332044232,5.629047270909026,5.621995135498849,5.617678163250317,5.5991223900939655,5.593692195598072,5.589359551482492,5.589359551482492,5.586457402967213,5.586457402967213,5.5824632232289,5.5763323442451656,5.572410244503764,5.5715249085019725,5.57130194614239,5.566962852742884,5.564062423987307,5.564062423987307,5.5625911832354795,5.5620305739552895,5.5586992451487784,5.55048321375837,5.547577878448186,5.545345504104847,5.543211259031484
GRMO,F6,3.215859889984131,68512.3917538186,1082.232408087453,10.452392236596667,7.469623085620878,7.167558596803965,6.967206196463223,6.951322459835149,6.951322459835149,6.937135412389585,6.937135412389585,6.937135412389585,6.912583703839301,6.912583703839301,6.912149858039376,6.899892529913426,6.885607556564439,6.872793677998481,6.872609518470938,6.872609518470938,6.870606274266172,6.865704703623095,6.861182214372004,6.861182214372004,6.851280174516582,6.850345486825191,6.846732794008893,6.846732794008893,6.838279882810811,6.830812673157508,6.830812673157508,6.8251518250520835,6.815249952118813,6.815249952118813,6.809488740165962,6.809488740165962,6.802431859872683,6.801192333734215,6.801192333734215,6.798599184239514,6.791976991226729,6.784646893126581,6.779502973580972,6.779502973580972,6.777667052373383,6.777667052373383,6.777667052373383,6.777093740405181,6.773018181702856,6.770996030662736,6.767586388644037
GRMO,F7,2.991344928741455,73.99021277729898,0.38312638162440193,0.11880781125553573,0.03986350883482461,0.03665591566654455,0.03665591566654455,0.03665591566654455,0.028767717727525722,0.028767717727525722,0.028767717727525722,0.028767717727525722,0.028767717727525722,0.028767717727525722,0.028767717727525722,0.028767717727525722,0.011829498904632528,0.011829498904632528,0.011829498904632528,0.011829498904632528,0.011829498904632528,0.011829498904632528,0.011116991728639497,0.011116991728639497,0.011116991728639497,0.011116991728639497,0.011116991728639497,0.011116991728639497,0.0028554659645707186,0.0028554659645707186,0.0015610529052252876,0.0015610529052252876,0.0015610529052252876,0.0015610529052252876,0.0015610529052252876,0.0015610529052252876,0.0015610529052252876,0.0015610529052252876,0.0015610529052252876,0.0015610529052252876,0.0015610529052252876,0.0015610529052252876,0.0015610529052252876,0.0015610529052252876,0.0015610529052252876,0.0015610529052252876,0.0015610529052252876,0.0015610529052252876,0.0015610529052252876,0.0015610529052252876,0.0015610529052252876
GRMO,F7,3.3467071056365967,144.02043867710753,0.38805747966339765,0.031939472379399966,0.031939472379399966,0.031939472379399966,0.0024537932267043516,0.0024537932267043516,0.0024537932267043516,0.0024537932267043516,0.0024537932267043516,0.0024537932267043516,0.0024537932267043516,0.0024537932267043516,0.0024537932267043516,0.0024537932267043516,0.0024537932267043516,0.0024537932267043516,0.0024537932267043516,0.0024537932267043516,0.0024537932267043516,0.0024537932267043516,0.0024537932267043516,0.0024537932267043516,0.0024537932267043516,0.0024537932267043516,0.0024537932267043516,0.0024537932267043516,0.0024537932267043516,0.0024537932267043516,0.0024537932267043516,0.0024537932267043516,0.0024537932267043516,0.0024537932267043516,0.0024537932267043516,0.0024537932267043516,0.0024537932267043516,0.0024537932267043516,0.0024537932267043516,0.0024537932267043516,0.0024537932267043516,0.0024537932267043516,0.0024537932267043516,0.0024537932267043516,0.0024537932267043516,0.0024537932267043516,0.0024537932267043516,0.0024537932267043516,0.0024537932267043516,0.0024537932267043516,0.0024537932267043516
GRMO,F7,2.7756056785583496,118.1411754115549,0.7660372381331415,0.1887513330249417,0.09785934539122884,0.08940348141057439,0.008084201719741207,0.008084201719741207,0.008084201719741207,0.008084201719741207,0.008084201719741207,0.008084201719741207,0.008084201719741207,0.008084201719741207,0.008084201719741207,0.008084201719741207,0.008084201719741207,0.008084201719741207,0.008084201719741207,0.008084201719741207,0.005571631650685772,0.005571631650685772,0.0037828511957759938,0.0037828511957759938,0.0037828511957759938,0.0037828511957759938,0.0037828511957759938,0.0037828511957759938,0.0037828511957759938,0.0037828511957759938,0.0037828511957759938,0.003592885918955524,0.003592885918955524,0.003592885918955524,0.003592885918955524,0.003592885918955524,0.003592885918955524,0.003592885918955524,0.003592885918955524,0.003592885918955524,0.003592885918955524,0.003592885918955524,0.003592885918955524,0.002973282903018799,0.002973282903018799,0.002973282903018799,0.002973282903018799,0.002973282903018799,0.002973282903018799,0.002973282903018799,0.002973282903018799
GRMO,F8,3.980593204498291,-1963.4422776731753,-2159.3315292143807,-2159.3315292143807,-2382.0507222296924,-2382.0507222296924,-2382.0507222296924,-2382.0507222296924,-2382.0507222296924,-2382.0507222296924,-2740.871461448803,-2740.871461448803,-2740.871461448803,-2740.871461448803,-2740.871461448803,-2740.871461448803,-2740.871461448803,-2740.871461448803,-2740.871461448803,-2740.871461448803,-3011.5152853263207,-3288.0056271162857,-3288.0056271162857,-3288.0056271162857,-3288.0056271162857,-3288.0056271162857,-3288.0056271162857,-3288.0056271162857,-3288.0056271162857,-3288.0056271162857,-3288.0056271162857,-3288.0056271162857,-3288.0056271162857,-3288.0056271162857,-3288.0056271162857,-3291.373486023621,-3291.373486023621,-3291.373486023621,-3291.373486023621,-3291.373486023621,-3291.373486023621,-3291.373486023621,-3291.373486023621,-3291.373486023621,-3291.373486023621,-3291.373486023621,-3291.373486023621,-3291.373486023621,-3291.373486023621,-3291.373486023621,-3291.373486023621
