Optimizer,objfname,ExecutionTime,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7,Iter8,Iter9,Iter10,Iter11,Iter12,Iter13,Iter14,Iter15,Iter16,Iter17,Iter18,Iter19,Iter20,Iter21,Iter22,Iter23,Iter24,Iter25,Iter26,Iter27,Iter28,Iter29,Iter30,Iter31,Iter32,Iter33,Iter34,Iter35,Iter36,Iter37,Iter38,Iter39,Iter40,Iter41,Iter42,Iter43,Iter44,Iter45,Iter46,Iter47,Iter48,Iter49,Iter50,Iter51,Iter52,Iter53,Iter54,Iter55,Iter56,Iter57,Iter58,Iter59,Iter60,Iter61,Iter62,Iter63,Iter64,Iter65,Iter66,Iter67,Iter68,Iter69,Iter70,Iter71,Iter72,Iter73,Iter74,Iter75,Iter76,Iter77,Iter78,Iter79,Iter80,Iter81,Iter82,Iter83,Iter84,Iter85,Iter86,Iter87,Iter88,Iter89,Iter90,Iter91,Iter92,Iter93,Iter94,Iter95,Iter96,Iter97,Iter98,Iter99,Iter100,Iter101,Iter102,Iter103,Iter104,Iter105,Iter106,Iter107,Iter108,Iter109,Iter110,Iter111,Iter112,Iter113,Iter114,Iter115,Iter116,Iter117,Iter118,Iter119,Iter120,Iter121,Iter122,Iter123,Iter124,Iter125,Iter126,Iter127,Iter128,Iter129,Iter130,Iter131,Iter132,Iter133,Iter134,Iter135,Iter136,Iter137,Iter138,Iter139,Iter140,Iter141,Iter142,Iter143,Iter144,Iter145,Iter146,Iter147,Iter148,Iter149,Iter150,Iter151,Iter152,Iter153,Iter154,Iter155,Iter156,Iter157,Iter158,Iter159,Iter160,Iter161,Iter162,Iter163,Iter164,Iter165,Iter166,Iter167,Iter168,Iter169,Iter170,Iter171,Iter172,Iter173,Iter174,Iter175,Iter176,Iter177,Iter178,Iter179,Iter180,Iter181,Iter182,Iter183,Iter184,Iter185,Iter186,Iter187,Iter188,Iter189,Iter190,Iter191,Iter192,Iter193,Iter194,Iter195,Iter196,Iter197,Iter198,Iter199,Iter200
BBO,F1,1.69,70334.31,44815.86,14675.54,11148.95,3305.38,3305.38,2961.41,1964.95,1868.23,1085.41,544.14,332.93,332.93,319.95,319.95,167.35,158.84,158.84,81.36,81.36,81.36,81.36,81.36,81.36,34.13,11.3,11.3,11.3,3.57,3.57,2.64,2.64,2.64,2.64,1.97,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.03,1.03,1.03,1.03,1.03,1.03,0.49,0.49,0.49,0.49,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.05,0.05,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
BBO,F2,1.72,552730986219.42,98756923007.52,104446274.13,190.16,26.56,19.64,12.83,12.83,12.83,8.62,7.76,6.14,6.14,5.18,5.18,5.18,5.15,4.46,4.46,4.46,3.19,3.19,3.19,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.77,2.77,2.14,1.83,1.4,1.4,1.4,1.4,1.4,1.4,1.4,0.74,0.74,0.74,0.74,0.64,0.64,0.64,0.64,0.64,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.46,0.46,0.46,0.45,0.45,0.45,0.45,0.44,0.44,0.44,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.37,0.37,0.35,0.28,0.27,0.27,0.27,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06
BBO,F3,5.06,163052.61,163052.61,127965.99,79250.35,79250.35,79250.35,79250.35,54582.35,42483.1,29941.67,29941.67,29941.67,25802.01,19632.35,19632.35,18052.48,18052.48,11343.55,11343.55,11343.55,11343.55,11343.55,11343.55,11343.55,11343.55,11343.55,11343.55,11343.55,10803.21,9686.4,9686.4,9686.4,9686.4,7269.56,7269.56,5749.0,3015.1,3015.1,3015.1,2926.0,2926.0,2926.0,2926.0,2926.0,2926.0,2926.0,2926.0,2926.0,2926.0,2926.0,2782.66,2782.66,2782.66,1096.27,1096.27,1096.27,670.25,670.25,670.25,670.25,670.25,625.94,625.94,625.94,625.94,625.94,625.94,625.94,625.94,625.94,509.11,509.11,509.11,436.01,436.01,436.01,436.01,436.01,436.01,436.01,436.01,436.01,413.54,413.54,413.54,413.54,413.54,413.54,413.54,204.59,204.59,204.59,150.57,143.85,135.7,46.87,46.87,43.24,6.39,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.09,6.09,6.09,6.09,6.09,6.09,6.09,6.09,6.09,6.09,6.07,6.07,6.07,6.07,6.07,6.07,6.07,6.07,5.84,5.84,5.16,5.16,5.16,1.63,1.63,1.63,1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.06,1.06,1.06,0.69,0.69,0.69,0.69,0.69,0.46,0.46,0.45,0.45,0.43,0.43,0.43,0.43,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.22,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.18,0.17,0.17
BBO,F4,0.81,85.57,66.48,37.01,18.89,18.89,12.48,10.52,10.52,7.98,5.21,4.7,4.29,3.8,3.11,3.11,3.11,2.06,1.8,1.8,1.8,1.8,1.57,1.28,1.28,0.97,0.71,0.71,0.71,0.61,0.53,0.53,0.53,0.53,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.23,0.23,0.23,0.23,0.18,0.16,0.16,0.16,0.15,0.14,0.14,0.12,0.12,0.12,0.11,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
BBO,F5,1.14,278751617.59,49212164.88,7364600.58,2304195.68,1850288.65,1524447.03,185142.45,170769.26,79725.35,27532.09,23873.03,7617.79,7617.79,6196.89,6196.89,6196.35,3623.49,3623.49,3623.49,3623.49,3395.7,3395.7,3393.72,3393.72,3392.9,3345.42,2001.82,2001.82,2001.82,550.26,344.68,344.68,327.25,322.08,322.08,322.08,290.66,290.66,290.66,290.66,73.39,73.39,73.39,41.16,22.74,22.74,22.74,22.74,22.74,22.74,22.74,16.88,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,3.67,3.67,3.39,3.39,3.39,3.39,3.39,3.39,3.39,3.39,3.39,3.39,3.39,3.39,3.39,3.39,3.39,3.39,3.39,3.39,3.39,3.39,3.39,3.39,3.39,3.39,3.39,3.39,3.39,3.39,3.39,3.39,3.39,3.39,3.39,3.39,2.05,2.05,2.05,2.05,2.05,2.05,2.05,2.05,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.72,1.72,1.72,1.72,1.72,1.62,1.62,1.62,1.06,1.06,1.06,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.43,0.43,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.37,0.37,0.37,0.36,0.36,0.36,0.35,0.35,0.35,0.34
BBO,F6,1.0,65145.62,36831.95,9960.5,5107.29,2195.21,835.96,835.96,835.96,835.96,537.84,319.2,319.2,315.79,214.1,214.1,214.1,208.16,208.16,208.16,208.16,146.0,146.0,52.4,52.4,52.4,52.4,52.4,52.4,41.6,34.67,34.67,34.67,34.67,34.67,34.67,33.02,33.02,17.27,17.27,17.27,17.27,17.27,17.27,17.27,11.12,11.12,11.12,11.12,8.36,8.36,8.36,7.47,7.47,7.47,7.47,2.02,2.02,2.02,2.02,1.87,1.87,1.87,1.87,1.87,1.87,1.76,1.76,1.76,1.76,1.76,1.74,1.74,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.25,1.25,0.88,0.88,0.88,0.53,0.21,0.17,0.15,0.08,0.08,0.08,0.08,0.08,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBO,F7,1.27,110.03,46.32,7.81,3.62,3.06,0.83,0.68,0.53,0.53,0.38,0.38,0.22,0.12,0.09,0.09,0.09,0.08,0.08,0.06,0.06,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBO,F8,0.98,-2472.57,-3918.85,-5221.56,-5430.16,-5519.74,-5519.74,-6281.24,-6407.83,-6690.07,-6690.07,-6690.07,-8671.7,-8690.77,-10121.85,-10121.85,-10121.85,-10883.15,-10883.15,-10883.15,-10883.15,-10890.35,-12086.16,-12312.72,-12312.72,-12312.72,-12312.72,-12372.58,-12372.58,-12372.58,-12380.51,-12380.51,-12380.51,-12380.51,-12380.51,-12458.18,-12458.18,-12458.18,-12459.77,-12473.11,-12473.11,-12473.11,-12495.84,-12495.84,-12495.84,-12495.84,-12495.84,-12495.84,-12495.84,-12495.84,-12495.84,-12495.84,-12495.84,-12516.25,-12516.25,-12516.25,-12516.25,-12516.25,-12545.54,-12545.54,-12545.54,-12545.54,-12545.54,-12551.31,-12551.31,-12551.31,-12551.31,-12551.31,-12552.46,-12552.46,-12552.46,-12552.51,-12552.51,-12552.51,-12552.51,-12552.51,-12552.51,-12558.85,-12558.85,-12558.85,-12558.85,-12558.85,-12558.85,-12558.85,-12558.85,-12558.85,-12558.85,-12558.85,-12558.85,-12558.85,-12558.85,-12558.85,-12558.85,-12558.85,-12558.85,-12558.85,-12558.85,-12558.85,-12558.85,-12558.92,-12558.92,-12558.92,-12558.92,-12558.92,-12558.92,-12558.92,-12558.92,-12558.92,-12558.92,-12558.92,-12558.92,-12558.92,-12558.92,-12558.92,-12558.92,-12558.92,-12558.92,-12558.92,-12558.92,-12558.92,-12558.92,-12558.92,-12558.92,-12558.92,-12558.92,-12558.92,-12558.92,-12558.92,-12558.92,-12558.92,-12558.92,-12558.92,-12558.92,-12558.92,-12558.92,-12558.92,-12558.92,-12558.92,-12558.92,-12558.92,-12565.16,-12565.16,-12565.16,-12565.16,-12565.16,-12565.16,-12565.16,-12565.16,-12565.16,-12565.16,-12565.16,-12565.16,-12565.16,-12565.16,-12567.0,-12567.0,-12567.01,-12567.01,-12567.25,-12567.67,-12567.67,-12567.67,-12567.67,-12567.67,-12567.67,-12567.67,-12567.67,-12567.67,-12567.67,-12568.66,-12568.66,-12568.66,-12568.68,-12568.68,-12568.68,-12568.68,-12568.68,-12568.68,-12568.68,-12568.68,-12568.68,-12568.68,-12568.68,-12569.36,-12569.36,-12569.36,-12569.36,-12569.36,-12569.44,-12569.44,-12569.44,-12569.44,-12569.44,-12569.44,-12569.44,-12569.44,-12569.44,-12569.44,-12569.44,-12569.44,-12569.44
BBO,F9,1.1,435.73,379.15,340.7,284.18,264.91,244.5,214.8,176.13,154.27,154.27,132.99,90.46,71.08,67.02,61.59,39.84,38.0,38.0,38.0,38.0,38.0,11.37,11.37,11.37,9.73,9.73,9.73,9.73,9.73,3.76,3.76,3.76,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,0.75,0.75,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBO,F10,1.34,20.57,19.89,18.22,14.91,12.78,12.78,9.02,8.23,8.1,7.63,6.28,6.28,6.25,5.86,4.97,4.97,4.97,4.97,4.97,3.71,3.71,3.5,3.5,3.06,2.54,2.54,2.54,2.54,2.01,2.01,2.01,2.01,1.96,1.96,1.96,1.96,1.39,1.39,1.39,1.39,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,0.98,0.98,0.98,0.98,0.67,0.67,0.67,0.67,0.67,0.64,0.46,0.46,0.46,0.46,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.39,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.33,0.33,0.33,0.33,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
