Optimizer,objfname,ExecutionTime,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7,Iter8,Iter9,Iter10,Iter11,Iter12,Iter13,Iter14,Iter15,Iter16,Iter17,Iter18,Iter19,Iter20,Iter21,Iter22,Iter23,Iter24,Iter25,Iter26,Iter27,Iter28,Iter29,Iter30,Iter31,Iter32,Iter33,Iter34,Iter35,Iter36,Iter37,Iter38,Iter39,Iter40,Iter41,Iter42,Iter43,Iter44,Iter45,Iter46,Iter47,Iter48,Iter49,Iter50,Iter51,Iter52,Iter53,Iter54,Iter55,Iter56,Iter57,Iter58,Iter59,Iter60,Iter61,Iter62,Iter63,Iter64,Iter65,Iter66,Iter67,Iter68,Iter69,Iter70,Iter71,Iter72,Iter73,Iter74,Iter75,Iter76,Iter77,Iter78,Iter79,Iter80,Iter81,Iter82,Iter83,Iter84,Iter85,Iter86,Iter87,Iter88,Iter89,Iter90,Iter91,Iter92,Iter93,Iter94,Iter95,Iter96,Iter97,Iter98,Iter99,Iter100
HHO,F1,6.294129371643066,64034.03192328634,2195.6251166599527,482.7566227436267,360.6990434965837,334.5398300778722,67.85934091274555,17.281353717954424,17.281353717954424,5.951769198129442,0.2505730608120954,0.2505730608120954,0.1656639228881218,0.1656639228881218,0.030397417911060366,0.025576299267474626,0.025576299267474626,0.025576299267474626,0.025576299267474626,0.025576299267474626,0.025576299267474626,0.025576299267474626,0.025576299267474626,0.025576299267474626,0.025576299267474626,0.00548545005120264,0.00548545005120264,0.000539389806644597,0.000539389806644597,0.000539389806644597,0.000539389806644597,0.000539389806644597,0.000539389806644597,0.000539389806644597,0.000539389806644597,0.000539389806644597,0.000539389806644597,0.000539389806644597,0.000539389806644597,0.000539389806644597,0.000539389806644597,0.000539389806644597,0.00012400915281930518,0.00012400915281930518,0.00012400915281930518,0.00012400915281930518,4.217082939445415e-05,4.217082939445415e-05,4.217082939445415e-05,4.217082939445415e-05,4.217082939445415e-05,4.217082939445415e-05,4.217082939445415e-05,4.217082939445415e-05,9.822746133426513e-06,1.6591714450145709e-06,1.6591714450145709e-06,1.6466077863464012e-06,3.1373712310443228e-09,1.8670587237808398e-11,1.8670587237808398e-11,1.8670587237808398e-11,1.8670587237808398e-11,1.8670587237808398e-11,1.8670587237808398e-11,6.573751244684649e-13,2.842371153481037e-13,8.801348565117246e-14,8.652205349716974e-14,8.793072130362595e-16,2.0375103868725286e-16,6.784577779933232e-18,3.36320300683032e-18,1.3787041357838685e-19,3.3615718354150175e-20,2.843008141807261e-20,1.9089531133114227e-22,9.861227313423633e-23,9.861227313423633e-23,2.237179816313569e-24,2.237179816313569e-24,1.590863901388547e-25,2.44883504341503e-27,1.1956574615077178e-27,1.1956574615077178e-27,5.995530956110415e-28,8.343759617018105e-33,8.343759617018105e-33,8.343759617018105e-33,8.343759617018105e-33,8.343759617018105e-33,3.616057376251236e-33,3.616057376251236e-33,5.329852229393219e-34,4.53804829183833e-34,4.2593513375227526e-36,2.4279638342135323e-36,1.8493191504755417e-37,2.8307964067540144e-39,4.173788054922659e-40,3.3915852998719643e-40
HHO,F1,5.142001152038574,61147.642069944915,2536.6314624118327,991.6468439942245,125.47201039872884,29.236301690280413,7.471274149466888,7.471274149466888,7.471274149466888,7.471274149466888,7.471274149466888,2.117123419185252,0.38187732160299265,0.38187732160299265,0.38187732160299265,0.38187732160299265,0.20463060061349708,0.20463060061349708,0.04496684628653419,0.021777097715402725,0.021777097715402725,0.021777097715402725,0.021777097715402725,0.021777097715402725,0.021777097715402725,0.021777097715402725,0.0185925920523051,0.001373571728399994,0.001373571728399994,0.001373571728399994,0.001373571728399994,0.001373571728399994,0.001373571728399994,0.001373571728399994,0.001373571728399994,0.001373571728399994,0.001373571728399994,0.001373571728399994,0.001373571728399994,0.0004836646064306322,0.0004836646064306322,0.0004836646064306322,0.0004836646064306322,0.0004836646064306322,0.0004836646064306322,0.0004836646064306322,0.0004836646064306322,0.0004836646064306322,0.00010126288412103637,0.00010126288412103637,0.00010126288412103637,0.00010126288412103637,0.00010126288412103637,0.00010126288412103637,3.3299735257104983e-06,1.2480680714812073e-06,2.6370076319885515e-07,4.3925837624827476e-08,1.8288559751083362e-08,1.956868986076607e-09,2.2089088512666535e-10,6.854559408800792e-13,2.9559524752038637e-13,2.9559524752038637e-13,2.9559524752038637e-13,2.9559524752038637e-13,1.278936665904478e-13,1.1170080595152055e-15,1.007870630154239e-15,4.6845935266003395e-18,4.1842286358014176e-18,2.2531694989910142e-20,2.2531694989910142e-20,2.2531694989910142e-20,2.2531694989910142e-20,3.828011802884448e-21,3.828011802884448e-21,8.185421175699435e-22,7.145036267731573e-23,7.149894308639735e-24,1.4451664486568403e-24,7.326781383977456e-25,1.5845128159951668e-25,8.1802782934213e-26,3.8457306751577365e-27,3.423939272442468e-29,3.960941320894333e-31,3.849742888392589e-31,2.95108337111959e-31,2.9380667100367995e-31,2.9380667100367995e-31,5.425277465221622e-32,3.1348478974512054e-32,1.280029001678387e-32,4.598115439531726e-33,5.3625141447918155e-34,1.4509397972559713e-34,6.831561028947256e-35,7.4238265164520824e-37,1.1040827380444905e-39,1.1040827380444905e-39
HHO,F1,3.6413071155548096,62706.76170802856,2589.1723619377594,2066.391779435351,31.737921379420214,31.737921379420214,31.737921379420214,2.153749961194404,2.153749961194404,2.153749961194404,0.1971344531856272,0.1971344531856272,0.1971344531856272,0.1971344531856272,0.1971344531856272,0.1971344531856272,0.1971344531856272,0.1971344531856272,0.1971344531856272,0.1971344531856272,0.1971344531856272,0.05016598616448713,0.05016598616448713,0.05016598616448713,0.05016598616448713,0.05016598616448713,0.05016598616448713,0.05016598616448713,0.05016598616448713,0.01530506697112317,0.01530506697112317,0.0016465094091606854,0.0016465094091606854,0.0016465094091606854,0.0016465094091606854,0.0016465094091606854,0.0016465094091606854,0.0016465094091606854,0.0016465094091606854,0.0016465094091606854,0.0016465094091606854,0.00024640186390641856,0.00024640186390641856,0.00024640186390641856,0.00024640186390641856,0.00024640186390641856,0.00011519468586679753,0.00011519468586679753,0.00011519468586679753,0.00011519468586679753,0.00011519468586679753,0.00011519468586679753,0.00011519468586679753,6.709979435026348e-06,3.2496069592909636e-07,2.052916096697871e-08,8.434633816354727e-09,8.434633816354727e-09,5.400584399502022e-09,2.764277689339469e-10,2.764277689339469e-10,5.236637133753215e-11,3.846003142980452e-11,5.367200099211729e-13,5.367200099211729e-13,5.187705247888732e-13,4.087444935928315e-16,1.2207441118710994e-16,1.763735631552962e-18,1.763735631552962e-18,1.763735631552962e-18,3.1420756431512166e-19,2.820241671512709e-19,1.0746748499211319e-19,4.161119571899842e-21,1.045636408147647e-22,1.045636408147647e-22,1.045636408147647e-22,6.897165986472917e-23,5.483590274463284e-23,1.481724295249769e-23,4.533179582234565e-24,4.533179582234565e-24,6.213189137885205e-25,4.155826485261112e-26,4.155826485261112e-26,1.742645560537238e-27,5.273180488233291e-28,1.9681060838273492e-28,5.855398366262866e-30,1.831004755138411e-30,1.1389616153603513e-31,2.5788368087519736e-33,1.097679098221359e-36,1.097679098221359e-36,1.097679098221359e-36,1.097679098221359e-36,1.097679098221359e-36,1.097679098221359e-36,2.4864692106200254e-37,2.8404373701715325e-38
HHO,F2,4.103528261184692,467532327607.8851,23.0690152331026,18.6235963488087,18.16480177241794,10.54839891861243,2.1117956658118,1.2359635753117268,0.47158416865084407,0.47158416865084407,0.47158416865084407,0.47158416865084407,0.35433955127502986,0.29688778387980697,0.29688778387980697,0.11216390474802168,0.07754470467671853,0.07754470467671853,0.07754470467671853,0.07754470467671853,0.07754470467671853,0.07754470467671853,0.07754470467671853,0.07754470467671853,0.07754470467671853,0.07754470467671853,0.07754470467671853,0.03655313611822148,0.03655313611822148,0.03655313611822148,0.03655313611822148,0.03655313611822148,0.03655313611822148,0.03655313611822148,0.03655313611822148,0.03655313611822148,0.03655313611822148,0.03655313611822148,0.03655313611822148,0.03655313611822148,0.03655313611822148,0.03655313611822148,0.03655313611822148,0.01905606074391287,0.01905606074391287,0.01905606074391287,0.01905606074391287,0.01905606074391287,0.01289365158328507,0.01289365158328507,0.01289365158328507,0.01289365158328507,0.01289365158328507,0.01289365158328507,0.008625448320280402,0.0072901928917904115,0.005933308291636867,0.0053577822072098935,0.00040396613786952056,4.182267887698051e-05,4.182267887698051e-05,4.182267887698051e-05,2.505018071457025e-05,5.689706362043808e-06,1.6567061195607534e-06,8.311919850348601e-07,8.311919850348601e-07,5.172597718262078e-08,5.172597718262078e-08,1.8702138036110337e-08,1.1185939457298982e-08,1.1185939457298982e-08,1.0140271129824874e-09,3.916093041537716e-10,1.837290396893276e-10,6.271740996502889e-11,1.9623518794862318e-11,1.9623518794862318e-11,1.9623518794862318e-11,5.0494691510682935e-12,4.990126699636581e-12,4.990126699636581e-12,4.990126699636581e-12,8.473693672484379e-13,3.327594737607172e-13,3.327594737607172e-13,2.9239727392686804e-13,8.144828569114897e-14,2.2547346805428215e-14,2.2547346805428215e-14,1.1046775858784347e-14,3.454475959574721e-15,3.454475959574721e-15,3.454475959574721e-15,3.1735306082698955e-15,8.045718330647034e-16,8.045718330647034e-16,8.045718330647034e-16,8.045718330647034e-16,6.688111727004175e-16,1.3842364551966715e-16
HHO,F2,6.153305768966675,558740125501.5138,17.344288138056292,10.448534568741481,9.59386653551261,9.59386653551261,4.833070195746079,2.025723759253519,2.025723759253519,1.7487843231669553,1.0566113712902832,1.0566113712902832,0.41182824349371244,0.35297289580357066,0.35297289580357066,0.35297289580357066,0.22513394981997847,0.22513394981997847,0.22513394981997847,0.01029202764592515,0.01029202764592515,0.01029202764592515,0.01029202764592515,0.01029202764592515,0.01029202764592515,0.01029202764592515,0.01029202764592515,0.01029202764592515,0.01029202764592515,0.01029202764592515,0.01029202764592515,0.01029202764592515,0.01029202764592515,0.01029202764592515,0.01029202764592515,0.01029202764592515,0.01029202764592515,0.00690367320630074,0.00690367320630074,0.00690367320630074,0.00690367320630074,0.00690367320630074,0.00690367320630074,0.00690367320630074,0.00690367320630074,0.00690367320630074,0.00690367320630074,0.00690367320630074,0.00690367320630074,0.00690367320630074,0.00690367320630074,0.00690367320630074,0.00690367320630074,0.006847740617371683,0.0033119798852708666,0.0020127611338102945,0.001655000779393712,0.0008713696848558585,3.577378288103423e-05,2.295283252658299e-05,1.1074029436318864e-05,3.6696541286364413e-06,1.5146667404790318e-06,1.4740466428094025e-07,1.4740466428094025e-07,8.745961544022417e-08,1.7080103116188703e-09,1.7080103116188703e-09,1.7080103116188703e-09,1.5033188146558142e-09,1.5033188146558142e-09,8.939325399909121e-10,1.1009477303397228e-10,1.1009477303397228e-10,1.1009477303397228e-10,1.1009477303397228e-10,3.0034263688153334e-11,2.8385282403262315e-11,8.35347408045571e-12,8.35347408045571e-12,1.6417689146786333e-12,1.6417689146786333e-12,3.07296926359979e-13,2.167606405034412e-13,1.7094272526340897e-13,2.0302048968997113e-14,2.0302048968997113e-14,9.804677377141847e-15,9.804677377141847e-15,1.356121879331437e-15,8.239632969872484e-16,8.239632969872484e-16,3.738811925718773e-16,2.1615354975874466e-16,6.889471425160225e-17,6.889471425160225e-17,8.095770397208516e-18,6.941470957895477e-18,6.941470957895477e-18,1.7469071238900077e-18,2.308972389487559e-19
HHO,F2,7.1996684074401855,2839586574427.267,17.774886561009712,15.486329153533946,6.077445404221613,4.117916704261597,1.0578257829689832,0.8211383069329391,0.48432040206385074,0.48432040206385074,0.48432040206385074,0.48432040206385074,0.3927924061539557,0.3927924061539557,0.3927924061539557,0.2741376749875387,0.2741376749875387,0.265050620757372,0.265050620757372,0.265050620757372,0.265050620757372,0.265050620757372,0.265050620757372,0.265050620757372,0.265050620757372,0.265050620757372,0.265050620757372,0.265050620757372,0.265050620757372,0.265050620757372,0.265050620757372,0.04839687677260289,0.04839687677260289,0.04839687677260289,0.04839687677260289,0.04839687677260289,0.04839687677260289,0.04839687677260289,0.04839687677260289,0.03869666456883912,0.03869666456883912,0.027075498811963975,0.027075498811963975,0.027075498811963975,0.027075498811963975,0.024071100944331084,0.024071100944331084,0.024071100944331084,0.024071100944331084,0.022593216221594437,0.022593216221594437,0.011984014000720047,0.011984014000720047,0.011984014000720047,0.009898994416799329,0.009898994416799329,0.0039024886784820526,0.0015663666519331848,0.0009261232516167658,0.00014328644958171372,2.7739396045475176e-05,2.4731789148318163e-06,2.4731789148318163e-06,3.155170305866085e-07,3.155170305866085e-07,3.155170305866085e-07,2.5046690143872185e-07,2.122680270446388e-07,1.6191763817191074e-08,2.268833963163448e-09,2.268833963163448e-09,1.8049597293684581e-09,7.800768830246915e-10,4.983025829966778e-10,9.853573209984822e-11,9.853573209984822e-11,5.1752837246969466e-11,4.0108761612543225e-11,2.1912761091596126e-12,2.1912761091596126e-12,9.521682322181513e-13,7.609456946212194e-13,1.0916348284682935e-13,5.406055466820751e-14,1.0298221702227189e-14,1.0298221702227189e-14,8.500067047157796e-15,8.500067047157796e-15,3.1639717706445724e-15,2.2971142251691986e-16,2.2971142251691986e-16,2.7060115022978597e-17,1.3909730043120536e-17,1.3909730043120536e-17,1.3909730043120536e-17,1.3909730043120536e-17,2.651550107830715e-18,1.169737932332562e-19,1.169737932332562e-19,1.169737932332562e-19,5.2704331910127407e-20
HHO,F3,12.341942548751831,171907.46880325302,15111.021599572938,4032.7604957025933,821.8421086467761,821.8421086467761,821.8421086467761,821.8421086467761,700.3949121032276,108.30977865312147,108.30977865312147,108.30977865312147,28.209102900100007,28.209102900100007,2.0454837399412744,2.0454837399412744,2.0454837399412744,2.0454837399412744,2.0454837399412744,2.0454837399412744,2.0454837399412744,2.0454837399412744,2.0454837399412744,2.0454837399412744,2.0454837399412744,2.0454837399412744,0.7648943518835936,0.5897090170203483,0.5897090170203483,0.5897090170203483,0.5897090170203483,0.5897090170203483,0.5897090170203483,0.5897090170203483,0.056425801457511277,0.056425801457511277,0.056425801457511277,0.056425801457511277,0.056425801457511277,0.056425801457511277,0.03687731897147645,0.03687731897147645,0.03687731897147645,0.03687731897147645,0.03687731897147645,0.03687731897147645,0.03687731897147645,0.03687731897147645,0.0008705270771467385,0.0008705270771467385,0.0008705270771467385,0.0008705270771467385,0.0008705270771467385,0.0006459633107004406,4.6220139701290624e-05,2.112510746169881e-05,9.189770622589853e-06,9.189770622589853e-06,5.737823036120089e-06,1.3120798165831388e-08,1.3120798165831388e-08,8.391777407376262e-09,4.7689651556234625e-09,4.027253581613317e-10,2.0673338034790948e-11,3.733744548427276e-12,2.181745926584074e-12,1.0754047017492282e-14,1.0754047017492282e-14,6.171228739329504e-15,3.1102320025667855e-17,2.1995587385556937e-17,2.1995587385556937e-17,3.2674499580071474e-18,3.2674499580071474e-18,6.238998698823346e-21,6.238998698823346e-21,2.559443651013905e-21,8.102194155794752e-23,8.102194155794752e-23,8.102194155794752e-23,6.438903484676265e-24,3.0985739000180742e-24,4.2074971221334843e-26,9.907503222802213e-27,9.907503222802213e-27,3.743668370024315e-27,3.743668370024315e-27,2.32157378923967e-27,2.138388305854304e-27,6.586622180654244e-28,8.286793954917791e-30,5.2307512887485415e-30,1.3536094311433527e-30,1.9797209882990648e-33,3.858460916421057e-34,3.858460916421057e-34,1.6122935815697027e-35,8.88175175127745e-36,3.9888894545413013e-38,3.9888894545413013e-38
HHO,F3,13.069597721099854,116104.15606445601,4788.883991590927,3671.2787700880704,3111.185023133175,3111.185023133175,139.08060517235947,139.08060517235947,61.270123815904995,61.270123815904995,61.270123815904995,9.933980199881482,9.933980199881482,9.933980199881482,5.80812962447032,3.7220959559276507,3.7220959559276507,3.7220959559276507,3.7220959559276507,3.5872331319328508,3.5872331319328508,3.5872331319328508,3.153192426690089,3.153192426690089,0.3962595393137311,0.3962595393137311,0.3962595393137311,0.3962595393137311,0.3962595393137311,0.07036825896310128,0.07036825896310128,0.07036825896310128,0.07036825896310128,0.07036825896310128,0.07036825896310128,0.07036825896310128,0.07036825896310128,0.07036825896310128,0.07036825896310128,0.07036825896310128,0.07036825896310128,0.07036825896310128,0.07036825896310128,0.07036825896310128,0.07036825896310128,0.07036825896310128,0.06533048617521507,0.023707197624308073,0.023707197624308073,0.023707197624308073,0.006247040221371562,0.002284043235050674,0.000479523095177877,5.8979260224825336e-05,1.180611512546763e-05,1.1031166205167472e-05,4.53055903435797e-06,8.17539225808395e-07,8.17539225808395e-07,4.203047379414517e-08,1.398589086773899e-10,1.398589086773899e-10,1.398589086773899e-10,1.398589086773899e-10,1.6536163339020465e-12,1.6536163339020465e-12,6.002239278836121e-14,4.4329441398266884e-14,1.6508141296249128e-15,1.9359690951463527e-18,1.9359690951463527e-18,1.9359690951463527e-18,1.9359690951463527e-18,1.9359690951463527e-18,7.824085647253524e-19,1.5220441619589903e-22,1.5220441619589903e-22,1.5220441619589903e-22,1.095172346895428e-22,2.789433806740247e-23,1.8692105600283042e-25,1.7212158507120803e-26,3.6057764061430976e-28,3.6057764061430976e-28,3.5964473284300632e-28,3.5964473284300632e-28,2.818467213652985e-29,3.686113172105369e-30,3.532985570408432e-31,1.484597596776515e-32,1.484597596776515e-32,3.276006196448548e-33,1.0112610951754916e-33,4.1837158914716655e-36,4.0146915863912575e-36,1.904950998948871e-38,1.904950998948871e-38,1.904950998948871e-38,1.904950998948871e-38,1.904950998948871e-38,3.5820834688688197e-41
HHO,F3,11.6271493434906,305345.213807307,11385.945539964865,10674.706744781863,6791.350662101153,3337.6258674603105,3337.6258674603105,737.4529686997402,582.55235169858,175.934426841867,175.934426841867,175.934426841867,175.934426841867,54.232922435295116,54.232922435295116,20.464430770702815,6.584567805168438,3.562929122477612,3.562929122477612,3.562929122477612,3.562929122477612,3.562929122477612,3.562929122477612,3.562929122477612,3.562929122477612,3.562929122477612,3.562929122477612,3.562929122477612,3.562929122477612,3.562929122477612,1.0768779218088538,0.9426552433957485,0.9426552433957485,0.9426552433957485,0.9426552433957485,0.9426552433957485,0.9426552433957485,0.9426552433957485,0.2148568005948484,0.2148568005948484,0.2148568005948484,0.2148568005948484,0.2148568005948484,0.2148568005948484,0.2148568005948484,0.2148568005948484,0.2148568005948484,0.2148568005948484,0.2148568005948484,0.14767967683747832,0.14767967683747832,0.14767967683747832,0.020667006153522197,0.020667006153522197,0.0013502092324837118,0.00012069775237751198,2.268457802636163e-05,2.268457802636163e-05,2.268457802636163e-05,2.268457802636163e-05,1.1563900777983909e-05,1.69911597930427e-06,1.3045603153301954e-07,1.502107568704581e-08,5.105148225444882e-10,1.4811262505367223e-11,1.2626525887715384e-11,2.878660237211068e-13,2.124014673721266e-13,1.9872934019801097e-13,2.4928198047817653e-14,7.040792508897453e-17,7.040792508897453e-17,3.176272018791237e-17,7.251351965000745e-18,2.8704835928115916e-19,2.1330585761750583e-19,2.769317542740045e-21,2.769317542740045e-21,7.459142901623019e-22,2.839663442549736e-23,1.5310412652775143e-23,1.5310412652775143e-23,3.229342546623992e-24,5.557897669748396e-25,6.456320417956087e-26,1.8062538307425914e-26,7.985434691976424e-28,1.2588364684873735e-28,1.2588364684873735e-28,1.2588364684873735e-28,1.0641186205825026e-28,5.771672218362056e-29,2.917065698836374e-30,1.278687860183119e-30,2.3883150732895837e-31,7.041584891831247e-33,3.088993502650674e-33,4.886966936601122e-34,9.427929287814949e-35,2.6848159110186725e-37
HHO,F4,4.226639270782471,85.14716568230156,14.45503471695768,11.423357628186757,5.167440091853839,0.0229174345926851,0.0229174345926851,0.0229174345926851,0.0229174345926851,0.0229174345926851,0.0229174345926851,0.0229174345926851,0.0229174345926851,0.0229174345926851,0.0229174345926851,0.0229174345926851,0.0229174345926851,0.0229174345926851,0.0177851710471153,0.0177851710471153,0.0177851710471153,0.0177851710471153,0.0177851710471153,0.0177851710471153,0.0177851710471153,0.0177851710471153,0.0177851710471153,0.0177851710471153,0.0177851710471153,0.0177851710471153,0.0177851710471153,0.0177851710471153,0.0177851710471153,0.0177851710471153,0.0177851710471153,0.0177851710471153,0.0177851710471153,0.014749200457138206,0.014749200457138206,0.014749200457138206,0.011856543989624869,0.011856543989624869,0.007425977383989339,0.007425977383989339,0.0011569929394272746,0.0011569929394272746,0.0011569929394272746,0.0011569929394272746,0.0011569929394272746,0.0011569929394272746,0.000635841821981023,0.000635841821981023,7.090580960517382e-05,7.090580960517382e-05,5.6581366869423335e-05,5.6581366869423335e-05,5.6581366869423335e-05,2.3533636040496604e-05,2.2995493814820084e-06,1.7751617655540913e-06,1.4193571128932392e-06,4.7147476794997843e-07,2.4942083509702026e-08,2.4942083509702026e-08,2.4942083509702026e-08,1.321559720188852e-09,6.080125654307771e-10,6.080125654307771e-10,3.6960421517208495e-10,2.5009703551817786e-10,3.055798257853941e-11,3.055798257853941e-11,1.6971255102409666e-11,9.312524222259567e-12,2.7407308730587197e-12,5.201415225736821e-13,5.201415225736821e-13,5.201415225736821e-13,3.143581638611571e-14,3.1307621123491335e-14,3.1307621123491335e-14,3.4820247080226958e-15,2.721586377691807e-15,2.721586377691807e-15,1.0223340811466936e-15,2.5151943178837045e-16,2.104978318320038e-16,1.2134606553449284e-16,1.3106128470542935e-17,1.6364336164407e-18,1.6364336164407e-18,8.862173393203828e-19,8.862173393203828e-19,1.752175118198826e-20,1.752175118198826e-20,1.752175118198826e-20,1.752175118198826e-20,1.752175118198826e-20,1.752175118198826e-20,1.752175118198826e-20,1.752175118198826e-20
