Optimizer,objfname,ExecutionTime,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7,Iter8,Iter9,Iter10,Iter11,Iter12,Iter13,Iter14,Iter15,Iter16,Iter17,Iter18,Iter19,Iter20,Iter21,Iter22,Iter23,Iter24,Iter25,Iter26,Iter27,Iter28,Iter29,Iter30,Iter31,Iter32,Iter33,Iter34,Iter35,Iter36,Iter37,Iter38,Iter39,Iter40,Iter41,Iter42,Iter43,Iter44,Iter45,Iter46,Iter47,Iter48,Iter49,Iter50
HHO,F5,4.04,278890712.18,480718.12,199016.31,14380.74,2744.23,2010.71,384.74,302.69,302.69,225.94,225.94,131.81,81.42,38.05,37.52,31.88,18.52,18.13,16.37,14.93,9.15,6.7,6.7,6.4,6.4,6.36,6.3,5.68,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27
HHO,F5,0.37,252228207.58,11719379.8,1628258.12,1320291.07,79638.96,72101.53,72009.43,9322.8,3680.31,620.97,41.24,34.89,24.59,11.02,5.95,5.95,3.55,3.55,3.53,3.53,3.43,3.36,3.36,3.29,3.29,3.29,3.08,0.92,0.79,0.78,0.77,0.77,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
