Optimizer,objfname,ExecutionTime,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7,Iter8,Iter9,Iter10,Iter11,Iter12,Iter13,Iter14,Iter15,Iter16,Iter17,Iter18,Iter19,Iter20,Iter21,Iter22,Iter23,Iter24,Iter25,Iter26,Iter27,Iter28,Iter29,Iter30,Iter31,Iter32,Iter33,Iter34,Iter35,Iter36,Iter37,Iter38,Iter39,Iter40,Iter41,Iter42,Iter43,Iter44,Iter45,Iter46,Iter47,Iter48,Iter49,Iter50,Iter51,Iter52,Iter53,Iter54,Iter55,Iter56,Iter57,Iter58,Iter59,Iter60,Iter61,Iter62,Iter63,Iter64,Iter65,Iter66,Iter67,Iter68,Iter69,Iter70,Iter71,Iter72,Iter73,Iter74,Iter75,Iter76,Iter77,Iter78,Iter79,Iter80,Iter81,Iter82,Iter83,Iter84,Iter85,Iter86,Iter87,Iter88,Iter89,Iter90,Iter91,Iter92,Iter93,Iter94,Iter95,Iter96,Iter97,Iter98,Iter99,Iter100,Iter101,Iter102,Iter103,Iter104,Iter105,Iter106,Iter107,Iter108,Iter109,Iter110,Iter111,Iter112,Iter113,Iter114,Iter115,Iter116,Iter117,Iter118,Iter119,Iter120,Iter121,Iter122,Iter123,Iter124,Iter125,Iter126,Iter127,Iter128,Iter129,Iter130,Iter131,Iter132,Iter133,Iter134,Iter135,Iter136,Iter137,Iter138,Iter139,Iter140,Iter141,Iter142,Iter143,Iter144,Iter145,Iter146,Iter147,Iter148,Iter149,Iter150,Iter151,Iter152,Iter153,Iter154,Iter155,Iter156,Iter157,Iter158,Iter159,Iter160,Iter161,Iter162,Iter163,Iter164,Iter165,Iter166,Iter167,Iter168,Iter169,Iter170,Iter171,Iter172,Iter173,Iter174,Iter175,Iter176,Iter177,Iter178,Iter179,Iter180,Iter181,Iter182,Iter183,Iter184,Iter185,Iter186,Iter187,Iter188,Iter189,Iter190,Iter191,Iter192,Iter193,Iter194,Iter195,Iter196,Iter197,Iter198,Iter199,Iter200
GWO,F1,7.54,66989.39,46132.72,34152.22,27872.51,17885.0,15109.46,11472.78,7740.72,5971.35,4404.07,3991.1,3273.26,2242.97,1666.24,1226.16,850.3,651.84,430.72,309.6,214.34,186.48,142.98,102.48,86.84,68.53,51.67,38.03,28.6,18.42,13.74,11.61,8.75,5.02,4.45,3.3,2.44,1.92,1.38,1.06,0.78,0.51,0.39,0.25,0.19,0.13,0.09,0.06,0.05,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GWO,F2,5.45,3298345311403.38,3936134.34,191194.29,52073.53,84.92,68.03,58.88,49.11,43.58,37.78,28.05,26.42,20.66,18.1,14.8,12.23,9.83,8.73,7.65,6.25,5.37,4.35,3.75,3.12,2.54,2.18,1.72,1.42,1.19,1.01,0.83,0.64,0.57,0.5,0.44,0.39,0.31,0.27,0.23,0.19,0.17,0.15,0.12,0.1,0.08,0.07,0.05,0.05,0.04,0.03,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GWO,F3,6.96,135820.11,115718.79,109890.08,95138.81,75599.16,75599.16,69090.83,55210.43,55010.32,50929.15,35037.81,33933.21,33856.68,30686.9,20208.43,17617.11,16584.72,15144.74,13082.15,13082.15,13050.92,10962.95,10414.18,8344.68,7594.92,7594.92,6934.78,6928.19,5434.19,5116.43,5001.02,4491.53,4491.53,4454.04,3617.9,3440.6,3440.6,3019.88,2756.41,2743.68,2722.09,2537.12,2390.35,2313.95,2222.39,2121.49,2059.44,1917.38,1815.39,1789.51,1789.51,1773.9,1739.49,1631.09,1598.13,1454.24,1128.06,1115.59,1096.67,1044.39,851.09,782.56,774.63,774.63,710.01,697.93,654.09,627.77,616.31,576.83,546.24,535.16,535.16,475.62,371.97,312.04,305.28,302.96,282.21,273.54,265.36,257.76,254.65,222.58,219.64,216.57,211.55,182.11,180.72,172.8,145.42,144.64,135.34,119.21,114.23,105.19,96.45,93.86,80.95,76.37,76.22,68.33,68.18,65.73,63.6,58.63,53.65,50.18,49.83,49.46,41.28,40.9,40.16,39.08,36.53,34.47,33.37,30.58,27.88,26.33,24.58,22.68,22.62,22.46,20.66,20.02,17.24,16.53,14.56,14.43,13.37,12.77,12.22,11.76,11.37,10.42,9.83,9.65,9.08,8.85,8.02,7.81,7.16,6.97,6.85,6.68,6.58,6.55,6.43,6.16,5.87,5.51,5.41,5.33,4.89,4.82,4.6,4.31,4.16,4.03,4.02,3.85,3.66,3.6,3.52,3.39,3.36,3.31,3.24,3.12,3.04,2.99,2.92,2.85,2.78,2.72,2.7,2.62,2.6,2.52,2.48,2.36,2.31,2.28,2.27,2.25,2.22,2.18,2.14,2.11,2.09,2.07,2.05,2.04,2.02,2.01,2.0,1.99,1.98,1.98
GWO,F4,5.46,86.05,85.36,81.81,80.85,75.18,72.33,72.0,65.47,64.99,62.43,58.04,57.13,55.41,51.71,51.71,48.84,47.45,45.41,43.39,40.17,39.07,36.43,34.92,34.92,33.45,30.86,28.22,27.75,25.7,23.99,22.47,21.52,20.23,19.39,18.6,16.41,13.73,11.34,10.53,9.93,9.48,9.22,8.28,7.82,6.98,6.49,6.23,5.47,5.27,4.96,4.34,4.05,3.93,3.47,3.42,3.24,2.92,2.77,2.6,2.46,2.14,2.08,1.84,1.78,1.72,1.6,1.55,1.45,1.44,1.36,1.24,1.2,1.16,1.01,1.0,0.97,0.88,0.83,0.81,0.78,0.75,0.7,0.67,0.65,0.6,0.57,0.54,0.54,0.51,0.48,0.47,0.46,0.45,0.45,0.44,0.41,0.4,0.39,0.37,0.37,0.36,0.36,0.33,0.32,0.31,0.29,0.28,0.28,0.28,0.27,0.27,0.27,0.26,0.24,0.24,0.23,0.23,0.22,0.21,0.21,0.2,0.2,0.19,0.19,0.18,0.18,0.17,0.17,0.16,0.16,0.16,0.15,0.15,0.15,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07
GWO,F5,5.61,244148469.35,198258312.15,130954148.38,99636397.0,32441267.38,27854648.85,18356083.21,8583354.17,6127438.68,4388280.01,3353948.6,2431175.43,1444576.63,851845.58,664148.75,587240.85,220498.1,148410.4,138026.63,100292.92,58107.54,45442.55,22670.57,14915.5,9076.5,6304.9,4401.48,2043.92,1293.34,804.09,683.87,554.01,395.74,377.88,287.52,217.98,167.17,139.15,124.35,101.41,71.75,63.9,51.7,48.51,44.14,39.87,38.29,34.48,33.44,31.63,30.69,30.28,29.88,29.65,29.6,29.39,29.13,29.04,28.93,28.9,28.85,28.8,28.78,28.64,28.53,28.5,28.47,28.39,28.37,28.33,28.3,28.25,28.19,28.17,28.14,28.09,28.03,27.99,27.94,27.91,27.89,27.89,27.84,27.83,27.82,27.78,27.74,27.71,27.71,27.71,27.68,27.65,27.62,27.57,27.57,27.56,27.52,27.48,27.47,27.46,27.43,27.43,27.43,27.41,27.4,27.4,27.4,27.36,27.35,27.35,27.34,27.34,27.34,27.34,27.31,27.31,27.3,27.3,27.3,27.26,27.26,27.25,27.25,27.25,27.25,27.25,27.23,27.23,27.23,27.23,27.23,27.23,27.23,27.23,27.23,27.22,27.22,27.22,27.22,27.22,27.22,27.21,27.2,27.2,27.2,27.19,27.19,27.19,27.19,27.19,27.19,27.19,27.19,27.19,27.19,27.18,27.18,27.17,27.17,27.16,27.15,27.15,27.15,27.15,27.15,27.15,27.15,27.15,27.15,27.14,27.13,27.13,27.13,27.13,27.13,27.12,27.12,27.12,27.12,27.12,27.11,27.11,27.11,27.11,27.1,27.1,27.1,27.09,27.09,27.09,27.09,27.09,27.08,27.08,27.08,27.08,27.08,27.07,27.07,27.07
GWO,F6,5.72,69585.06,50070.66,41902.84,29907.04,22933.26,18504.14,13279.09,11456.38,8654.98,5753.91,5070.74,3258.37,2546.82,1906.56,1576.89,1204.47,976.06,688.81,546.39,383.44,299.02,227.87,161.77,111.23,77.64,53.61,38.49,34.44,28.25,19.71,13.92,12.39,8.08,7.1,5.49,4.81,4.46,4.04,3.63,3.42,3.17,2.91,2.85,2.68,2.62,2.56,2.47,2.47,2.44,2.41,2.36,2.34,2.34,2.34,2.33,2.3,2.26,2.24,2.24,2.22,2.22,2.19,2.15,2.08,2.07,2.06,2.03,2.02,2.02,2.01,1.98,1.97,1.97,1.95,1.95,1.95,1.87,1.87,1.85,1.82,1.81,1.81,1.81,1.8,1.79,1.78,1.77,1.72,1.72,1.72,1.67,1.67,1.66,1.66,1.66,1.66,1.65,1.64,1.64,1.64,1.62,1.62,1.59,1.59,1.59,1.58,1.57,1.57,1.57,1.57,1.57,1.56,1.55,1.54,1.54,1.53,1.53,1.53,1.53,1.53,1.53,1.52,1.52,1.52,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.49,1.49,1.49,1.47,1.46,1.46,1.46,1.46,1.45,1.45,1.45,1.45,1.43,1.43,1.43,1.42,1.41,1.41,1.41,1.41,1.4,1.4,1.39,1.39,1.38,1.37,1.36,1.35,1.35,1.34,1.34,1.34,1.33,1.32,1.32,1.31,1.3,1.29,1.29,1.28,1.28,1.27,1.27,1.26,1.25,1.25,1.24,1.24,1.24,1.23,1.23,1.22,1.22,1.21,1.21,1.21,1.21,1.2,1.2,1.2,1.2,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19
GWO,F7,5.58,125.55,99.01,67.25,38.91,38.71,23.36,18.55,12.67,10.46,8.0,4.91,3.24,2.12,1.48,0.98,0.97,0.49,0.4,0.3,0.19,0.14,0.14,0.11,0.11,0.11,0.11,0.11,0.1,0.08,0.07,0.07,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
GWO,F8,5.61,-2537.23,-2537.23,-2537.23,-2537.23,-2575.71,-2699.87,-2699.87,-2699.87,-2699.87,-2699.87,-2699.87,-2848.13,-2892.84,-2892.84,-2892.84,-2892.84,-2892.84,-2892.84,-3084.45,-3084.45,-3084.45,-3084.45,-3084.45,-3084.45,-3084.45,-3084.45,-3084.45,-3084.45,-3084.45,-3084.45,-3084.45,-3084.45,-3084.45,-3084.45,-3084.45,-3121.61,-3121.61,-3121.61,-3121.61,-3121.61,-3121.61,-3121.61,-3121.61,-3121.61,-3121.61,-3121.61,-3121.61,-3121.61,-3121.61,-3121.61,-3121.61,-3121.61,-3121.61,-3121.61,-3121.61,-3121.61,-3121.61,-3136.06,-3136.06,-3188.33,-3188.33,-3188.33,-3188.33,-3188.33,-3188.33,-3188.33,-3291.31,-3291.31,-3291.31,-3291.31,-3291.31,-3291.31,-3291.31,-3291.31,-3291.31,-3291.31,-3291.31,-3291.31,-3291.31,-3291.31,-3291.31,-3291.31,-3291.31,-3291.31,-3291.31,-3291.31,-3291.31,-3291.31,-3291.31,-3291.31,-3291.31,-3291.31,-3385.03,-3385.03,-3385.03,-3385.03,-3385.03,-3385.03,-3385.03,-3385.03,-3385.03,-3385.03,-3385.03,-3385.03,-3385.03,-3478.63,-3478.63,-3478.63,-3478.63,-3491.17,-3517.9,-3517.9,-3517.9,-3692.92,-3692.92,-3808.61,-3808.61,-3808.61,-3808.61,-3808.61,-3834.95,-3834.95,-3834.95,-3834.95,-3889.7,-3889.7,-3889.7,-3889.7,-3889.7,-3889.7,-3889.7,-3889.7,-3889.7,-3894.62,-3934.3,-3973.66,-4070.28,-4360.42,-4470.77,-4470.77,-4726.67,-4726.67,-4791.41,-4791.41,-4791.41,-4791.41,-4791.41,-4791.41,-4791.41,-4791.41,-4791.41,-4814.55,-5044.78,-5235.25,-5235.25,-5235.25,-5280.68,-5280.68,-5299.39,-5304.13,-5304.13,-5392.71,-5392.71,-5417.39,-5457.88,-5501.4,-5597.69,-5630.37,-5630.37,-5647.06,-5655.07,-5706.86,-5758.54,-5758.54,-5772.17,-5816.41,-5873.32,-5918.21,-5947.64,-5970.38,-6032.84,-6050.05,-6072.31,-6102.45,-6113.75,-6146.31,-6146.31,-6154.4,-6181.62,-6217.06,-6264.54,-6289.94,-6290.11,-6306.73,-6326.65,-6339.96,-6348.0,-6359.85,-6366.76,-6375.78
GWO,F9,5.48,450.18,394.33,374.45,350.88,332.6,326.9,319.44,319.44,309.58,309.58,309.58,300.89,290.23,290.13,290.13,276.88,268.07,268.07,257.32,251.89,247.1,239.91,234.66,205.32,205.32,196.71,196.54,192.26,192.26,179.84,179.84,178.36,158.26,152.36,149.2,143.55,137.42,137.22,137.22,137.07,137.07,135.38,135.01,130.99,130.99,124.82,124.82,119.21,119.21,119.21,108.61,103.39,102.5,102.5,91.04,91.04,91.04,89.98,88.25,87.02,87.02,85.72,82.76,76.08,72.85,72.85,72.85,72.85,72.85,72.85,72.85,72.85,72.85,72.85,72.85,64.87,64.87,64.87,64.87,64.87,64.87,64.87,64.87,64.87,64.87,64.87,64.87,64.87,61.4,61.4,61.4,61.4,61.4,61.4,61.4,61.4,60.48,60.48,60.48,60.48,60.48,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,54.14,54.14,54.14,54.14,54.14,54.14,54.0,52.94,52.94,51.65,51.43,51.43,51.43,51.43,50.78,50.78,50.78,50.78,50.78,50.78,50.42,46.86,46.86,46.86,46.6,46.6,46.6,46.6,45.88,45.88,42.69,42.69,42.54,42.54,40.84,40.34,40.34,40.34,39.51,39.51,37.98,37.98,37.08,37.08,37.08,37.08,37.08,37.08,36.74,35.87,35.77,35.26,34.77,33.87,33.7,33.7,33.64,33.57,33.52,33.25,33.03,32.63,32.51,32.51,31.73,31.05,30.88,30.88,30.49,30.38,30.38,30.34,30.19,30.02,29.76,29.72,29.56,29.26,29.2,29.09,28.91,28.83,28.73
GWO,F10,5.71,20.77,20.45,19.66,19.51,18.94,18.33,17.92,16.41,16.11,14.96,14.03,13.41,12.6,11.36,10.26,9.04,8.84,8.29,7.63,6.63,6.01,5.62,5.36,4.88,4.26,3.98,3.57,3.24,2.94,2.62,2.35,2.05,1.9,1.68,1.23,1.06,0.79,0.57,0.52,0.43,0.35,0.27,0.23,0.19,0.17,0.12,0.11,0.09,0.08,0.06,0.05,0.05,0.04,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
